EmployeeID,Position,ExperienceYears,Degree,Field,Certification,ResearchPublications,University,Location,Salary
5577,Associate Professor,17,Master's,Arts,None,73,University D,Urban,114530
5578,Lecturer,35,PhD,Engineering,Certified,27,University D,Rural,84900
5579,Lecturer,1,Master's,Business,Certified,88,University C,Rural,70100
5580,Lecturer,36,Master's,Arts,Certified,65,University B,Urban,107900
5581,Lecturer,15,PhD,Medicine,Advanced Certified,44,University A,Rural,82300
5582,Professor,19,Master's,Business,Advanced Certified,32,University B,Suburban,118690
5583,Assistant Professor,5,Bachelor's,Engineering,Advanced Certified,59,University B,Urban,90090
5584,Professor,19,Master's,Business,Advanced Certified,49,University B,Suburban,122430
5585,Lecturer,39,Bachelor's,Business,None,45,University D,Rural,72500
5586,Professor,5,Master's,Engineering,Advanced Certified,34,University C,Urban,131690
5587,Lecturer,12,PhD,Arts,Advanced Certified,40,University A,Urban,104000
5588,Research Scientist,19,PhD,Engineering,None,57,University A,Urban,114270
5589,Assistant Professor,12,Master's,Medicine,Advanced Certified,76,University C,Rural,81200
5590,Research Scientist,36,Bachelor's,Engineering,Certified,54,University A,Urban,108940
5591,Associate Professor,12,Master's,Science,Advanced Certified,4,University A,Urban,102440
5592,Professor,18,PhD,Science,None,4,University B,Urban,136240
5593,Associate Professor,34,Master's,Business,Certified,21,University B,Urban,115960
5594,Professor,33,PhD,Arts,None,33,University C,Rural,118100
5595,Research Scientist,18,Bachelor's,Arts,Certified,64,University A,Urban,99840
5596,Lecturer,29,Bachelor's,Science,Certified,58,University C,Urban,95030
5597,Lecturer,5,PhD,Medicine,Certified,16,University C,Rural,67700
5598,Professor,25,Bachelor's,Engineering,None,50,University C,Urban,133250
5599,Lecturer,24,PhD,Engineering,Certified,48,University C,Suburban,91960
5600,Research Scientist,29,PhD,Engineering,Certified,8,University B,Urban,111930
5601,Lecturer,38,PhD,Medicine,Certified,73,University D,Urban,124280
5602,Research Scientist,33,Master's,Medicine,Certified,14,University C,Suburban,87230
5603,Associate Professor,10,Bachelor's,Engineering,Certified,28,University A,Rural,73600
5604,Research Scientist,37,Master's,Engineering,Advanced Certified,52,University D,Urban,120770
5605,Assistant Professor,33,Master's,Medicine,None,24,University B,Suburban,81730
5606,Assistant Professor,23,Bachelor's,Engineering,Certified,84,University D,Rural,79300
5607,Assistant Professor,11,Master's,Medicine,Certified,80,University D,Rural,77500
5608,Professor,24,PhD,Business,Certified,90,University B,Suburban,140800
5609,Professor,24,Master's,Science,Certified,27,University C,Rural,105400
5610,Professor,7,PhD,Science,Certified,22,University D,Rural,105900
5611,Research Scientist,21,Bachelor's,Medicine,Advanced Certified,99,University B,Suburban,98230
5612,Professor,20,Master's,Engineering,Advanced Certified,2,University B,Rural,102400
5613,Associate Professor,10,Bachelor's,Science,Certified,32,University D,Suburban,81840
5614,Assistant Professor,25,PhD,Arts,Certified,70,University B,Rural,92500
5615,Research Scientist,36,Master's,Engineering,Certified,68,University D,Suburban,100760
5616,Assistant Professor,15,PhD,Medicine,None,89,University D,Rural,88300
5617,Professor,40,PhD,Arts,None,16,University B,Suburban,130020
5618,Research Scientist,40,PhD,Medicine,Advanced Certified,80,University B,Urban,143000
5619,Lecturer,6,Bachelor's,Engineering,Advanced Certified,66,University B,Rural,67200
5620,Associate Professor,37,Bachelor's,Business,None,66,University D,Suburban,100870
5621,Professor,2,Bachelor's,Business,Certified,33,University A,Rural,90600
5622,Professor,12,Master's,Business,Advanced Certified,7,University B,Rural,99400
5623,Associate Professor,4,PhD,Engineering,Certified,44,University B,Urban,115440
5624,Associate Professor,23,Bachelor's,Engineering,Certified,59,University C,Rural,86300
5625,Lecturer,13,PhD,Arts,Advanced Certified,55,University B,Rural,83500
5626,Professor,17,Bachelor's,Engineering,None,69,University D,Urban,132990
5627,Professor,31,PhD,Engineering,None,100,University B,Suburban,143550
5628,Assistant Professor,16,Bachelor's,Arts,None,21,University C,Suburban,66220
5629,Research Scientist,26,Bachelor's,Arts,Certified,32,University A,Suburban,81840
5630,Research Scientist,28,Bachelor's,Medicine,Certified,49,University A,Suburban,86680
5631,Assistant Professor,1,Bachelor's,Science,Certified,70,University B,Suburban,72050
5632,Research Scientist,12,PhD,Science,None,82,University A,Suburban,98340
5633,Associate Professor,37,Bachelor's,Medicine,Certified,45,University D,Urban,117650
5634,Research Scientist,20,Bachelor's,Business,Advanced Certified,51,University A,Suburban,87120
5635,Research Scientist,2,Bachelor's,Engineering,Certified,73,University D,Urban,91780
5636,Assistant Professor,36,PhD,Arts,Advanced Certified,86,University A,Rural,105200
5637,Lecturer,15,Bachelor's,Arts,None,65,University A,Urban,83850
5638,Research Scientist,38,PhD,Business,Certified,20,University D,Urban,120900
5639,Research Scientist,22,Master's,Arts,Certified,23,University D,Urban,98280
5640,Lecturer,32,PhD,Business,None,47,University B,Urban,109720
5641,Assistant Professor,20,Master's,Medicine,Certified,12,University D,Suburban,75240
5642,Lecturer,36,Bachelor's,Business,Advanced Certified,63,University B,Rural,81600
5643,Assistant Professor,33,Bachelor's,Science,None,4,University C,Rural,65300
5644,Associate Professor,15,PhD,Business,Advanced Certified,17,University D,Rural,92900
5645,Assistant Professor,3,Bachelor's,Medicine,None,74,University B,Urban,83590
5646,Associate Professor,29,Bachelor's,Business,Advanced Certified,36,University B,Urban,115310
5647,Associate Professor,27,PhD,Medicine,Advanced Certified,53,University A,Suburban,116710
5648,Assistant Professor,5,Bachelor's,Science,Advanced Certified,31,University D,Suburban,70070
5649,Professor,31,Master's,Engineering,Certified,27,University A,Rural,108900
5650,Assistant Professor,22,Master's,Medicine,Certified,85,University B,Urban,109200
5651,Research Scientist,35,Bachelor's,Engineering,Certified,44,University D,Urban,105690
5652,Research Scientist,7,Bachelor's,Medicine,Certified,27,University B,Urban,83070
5653,Professor,6,Master's,Business,Certified,64,University A,Rural,103800
5654,Associate Professor,26,Bachelor's,Engineering,Advanced Certified,69,University B,Rural,93800
5655,Professor,1,Master's,Medicine,Certified,74,University B,Urban,134290
5656,Research Scientist,19,PhD,Medicine,Advanced Certified,41,University A,Urban,119210
5657,Professor,7,Master's,Engineering,None,32,University D,Rural,94900
5658,Assistant Professor,36,Bachelor's,Medicine,Advanced Certified,15,University A,Rural,76000
5659,Professor,12,Bachelor's,Engineering,Certified,12,University D,Suburban,100540
5660,Associate Professor,20,Master's,Science,None,20,University D,Suburban,86900
5661,Assistant Professor,23,Master's,Arts,Certified,58,University C,Suburban,87010
5662,Lecturer,25,Bachelor's,Science,None,46,University B,Urban,85410
5663,Research Scientist,30,Bachelor's,Engineering,Advanced Certified,38,University D,Urban,106080
5664,Research Scientist,29,Bachelor's,Business,None,87,University D,Urban,109070
5665,Professor,31,PhD,Business,Certified,42,University A,Rural,121900
5666,Assistant Professor,18,PhD,Arts,None,26,University D,Suburban,84920
5667,Lecturer,19,Master's,Engineering,Advanced Certified,36,University D,Rural,72700
5668,Assistant Professor,4,Master's,Medicine,None,2,University A,Rural,55400
5669,Research Scientist,1,PhD,Science,Advanced Certified,75,University D,Rural,89500
5670,Assistant Professor,15,PhD,Science,None,6,University B,Urban,93210
5671,Lecturer,8,Master's,Arts,Advanced Certified,57,University B,Urban,92820
5672,Professor,15,PhD,Arts,Advanced Certified,19,University A,Rural,113300
5673,Associate Professor,15,Master's,Arts,Advanced Certified,78,University D,Suburban,104610
5674,Assistant Professor,39,Bachelor's,Arts,Advanced Certified,64,University B,Urban,113490
5675,Associate Professor,22,Master's,Arts,Certified,73,University C,Urban,121680
5676,Research Scientist,18,PhD,Arts,Advanced Certified,13,University A,Rural,85600
5677,Professor,16,PhD,Medicine,Certified,78,University A,Urban,158080
5678,Professor,2,PhD,Medicine,Advanced Certified,97,University B,Suburban,134640
5679,Assistant Professor,36,Master's,Science,None,48,University A,Rural,80600
5680,Professor,20,PhD,Science,None,88,University D,Urban,159380
5681,Assistant Professor,16,Master's,Arts,Certified,94,University B,Rural,82800
5682,Assistant Professor,3,Bachelor's,Science,None,73,University C,Rural,64100
5683,Associate Professor,30,Bachelor's,Arts,Advanced Certified,36,University D,Suburban,98120
5684,Professor,2,PhD,Medicine,None,5,University C,Suburban,106700
5685,Assistant Professor,35,Master's,Business,Certified,5,University C,Urban,96850
5686,Associate Professor,26,Master's,Medicine,None,27,University A,Rural,83400
5687,Lecturer,5,PhD,Engineering,Certified,77,University C,Urban,103870
5688,Associate Professor,2,Master's,Medicine,Advanced Certified,12,University D,Urban,98020
5689,Associate Professor,20,PhD,Engineering,Advanced Certified,12,University B,Urban,122720
5690,Assistant Professor,34,PhD,Science,None,9,University B,Suburban,89980
5691,Research Scientist,34,Bachelor's,Medicine,None,79,University C,Rural,84800
5692,Research Scientist,20,PhD,Business,None,38,University C,Rural,84600
5693,Research Scientist,25,Master's,Medicine,Advanced Certified,98,University B,Suburban,105710
5694,Associate Professor,20,PhD,Medicine,None,78,University C,Suburban,110660
5695,Assistant Professor,25,Bachelor's,Medicine,Advanced Certified,22,University D,Urban,93470
5696,Professor,14,Bachelor's,Arts,Certified,36,University C,Urban,126360
5697,Associate Professor,39,Master's,Medicine,None,7,University C,Suburban,94490
5698,Associate Professor,12,PhD,Medicine,None,89,University D,Suburban,108680
5699,Assistant Professor,5,Master's,Business,Certified,59,University B,Rural,70300
5700,Lecturer,2,Master's,Engineering,Certified,85,University B,Rural,70000
5701,Associate Professor,16,PhD,Engineering,Certified,4,University C,Rural,86800
5702,Lecturer,30,Bachelor's,Business,Certified,97,University B,Suburban,89540
5703,Lecturer,38,Master's,Science,Advanced Certified,26,University D,Urban,104260
5704,Research Scientist,24,Master's,Medicine,None,18,University C,Rural,72600
5705,Assistant Professor,30,Bachelor's,Science,Advanced Certified,42,University C,Suburban,86240
5706,Lecturer,37,PhD,Business,Advanced Certified,42,University C,Suburban,102190
5707,Assistant Professor,39,PhD,Science,Certified,34,University A,Urban,119990
5708,Research Scientist,11,PhD,Engineering,None,83,University A,Rural,89100
5709,Assistant Professor,14,Bachelor's,Arts,Advanced Certified,54,University D,Rural,72800
5710,Associate Professor,23,Master's,Science,Advanced Certified,60,University C,Suburban,105050
5711,Lecturer,16,Bachelor's,Arts,Certified,46,University D,Rural,64200
5712,Assistant Professor,21,Master's,Science,None,76,University A,Urban,102310
5713,Professor,4,Master's,Business,None,55,University C,Rural,98000
5714,Assistant Professor,33,PhD,Arts,None,81,University A,Urban,124410
5715,Lecturer,14,PhD,Science,Advanced Certified,17,University C,Suburban,84040
5716,Research Scientist,19,PhD,Business,Certified,64,University D,Urban,119990
5717,Research Scientist,5,Bachelor's,Engineering,None,95,University D,Urban,95550
5718,Lecturer,36,PhD,Medicine,Advanced Certified,52,University D,Urban,122720
5719,Associate Professor,31,Bachelor's,Business,Advanced Certified,88,University A,Urban,130130
5720,Associate Professor,18,PhD,Business,None,84,University D,Suburban,110880
5721,Research Scientist,31,PhD,Engineering,Certified,90,University B,Urban,134550
5722,Research Scientist,30,PhD,Arts,Certified,10,University B,Suburban,95700
5723,Lecturer,21,Bachelor's,Science,None,0,University D,Rural,54500
5724,Associate Professor,30,Master's,Arts,Advanced Certified,82,University D,Rural,103400
5725,Research Scientist,4,Bachelor's,Business,Certified,95,University A,Rural,76000
5726,Associate Professor,5,Bachelor's,Science,Advanced Certified,7,University C,Rural,70900
5727,Research Scientist,10,Bachelor's,Medicine,Advanced Certified,18,University A,Suburban,74360
5728,Assistant Professor,27,Master's,Medicine,Certified,54,University A,Suburban,88330
5729,Professor,16,Bachelor's,Science,Advanced Certified,15,University D,Rural,98000
5730,Assistant Professor,30,PhD,Business,Advanced Certified,98,University B,Urban,135980
5731,Research Scientist,13,Master's,Engineering,None,65,University B,Rural,76500
5732,Professor,36,Bachelor's,Arts,Certified,11,University B,Rural,103200
5733,Professor,21,Bachelor's,Arts,Advanced Certified,92,University A,Rural,115900
5734,Research Scientist,40,Master's,Engineering,Certified,73,University B,Suburban,104060
5735,Research Scientist,15,Bachelor's,Engineering,Certified,61,University B,Rural,74700
5736,Associate Professor,20,Master's,Medicine,Advanced Certified,85,University D,Rural,99000
5737,Research Scientist,20,PhD,Engineering,Certified,97,University B,Rural,99400
5738,Lecturer,5,Bachelor's,Science,None,57,University C,Suburban,63690
5739,Research Scientist,32,Bachelor's,Medicine,None,20,University D,Rural,72000
5740,Lecturer,6,PhD,Business,Advanced Certified,36,University C,Rural,76200
5741,Research Scientist,30,Bachelor's,Medicine,Certified,4,University A,Urban,92040
5742,Associate Professor,26,Bachelor's,Medicine,Advanced Certified,69,University B,Rural,93800
5743,Lecturer,37,Master's,Arts,Certified,31,University A,Suburban,84370
5744,Assistant Professor,13,Bachelor's,Engineering,Advanced Certified,66,University A,Urban,97110
5745,Lecturer,29,PhD,Science,Advanced Certified,9,University B,Rural,82300
5746,Associate Professor,5,Bachelor's,Engineering,Certified,68,University D,Suburban,87010
5747,Lecturer,25,Master's,Arts,None,87,University A,Urban,102570
5748,Research Scientist,13,PhD,Engineering,Advanced Certified,83,University B,Suburban,106810
5749,Research Scientist,24,PhD,Science,None,61,University B,Urban,118560
5750,Associate Professor,31,PhD,Engineering,Certified,36,University C,Suburban,110770
5751,Professor,20,PhD,Arts,Advanced Certified,94,University A,Urban,170040
5752,Research Scientist,8,Master's,Science,Certified,46,University A,Rural,73200
5753,Assistant Professor,9,Master's,Engineering,None,80,University B,Rural,73500
5754,Associate Professor,21,Master's,Arts,Certified,48,University C,Rural,88100
5755,Lecturer,20,Master's,Arts,Advanced Certified,23,University D,Rural,70600
5756,Lecturer,15,Bachelor's,Medicine,None,81,University C,Urban,88010
5757,Assistant Professor,26,Master's,Science,Advanced Certified,25,University A,Urban,101400
5758,Research Scientist,11,Bachelor's,Science,None,54,University C,Urban,88790
5759,Associate Professor,37,PhD,Engineering,Certified,6,University A,Urban,127010
5760,Assistant Professor,11,Bachelor's,Medicine,Certified,77,University D,Urban,93470
5761,Research Scientist,27,Bachelor's,Science,Advanced Certified,40,University A,Urban,104650
5762,Associate Professor,30,Bachelor's,Arts,Advanced Certified,1,University D,Rural,82200
5763,Lecturer,19,Master's,Science,Advanced Certified,29,University D,Urban,92690
5764,Associate Professor,34,Master's,Medicine,None,80,University D,Suburban,107800
5765,Professor,38,PhD,Business,None,19,University C,Suburban,129580
5766,Associate Professor,23,Master's,Arts,Advanced Certified,55,University D,Suburban,103950
5767,Professor,1,Bachelor's,Science,None,73,University B,Urban,123630
5768,Associate Professor,3,Master's,Arts,None,23,University A,Rural,71100
5769,Professor,3,Master's,Engineering,Certified,11,University A,Suburban,100870
5770,Lecturer,28,Bachelor's,Arts,Certified,90,University A,Urban,102700
5771,Research Scientist,14,PhD,Science,Certified,14,University A,Urban,103740
5772,Professor,30,Master's,Engineering,Advanced Certified,72,University D,Rural,121400
5773,Professor,5,PhD,Engineering,Certified,81,University C,Urban,151710
5774,Lecturer,15,Bachelor's,Engineering,Certified,47,University C,Urban,83070
5775,Professor,38,Master's,Business,None,60,University C,Suburban,127600
5776,Assistant Professor,14,PhD,Business,Certified,70,University C,Suburban,95700
5777,Lecturer,14,PhD,Engineering,None,27,University A,Suburban,78540
5778,Assistant Professor,8,Bachelor's,Science,Certified,99,University B,Suburban,82280
5779,Lecturer,8,Master's,Engineering,Advanced Certified,2,University B,Suburban,66440
5780,Professor,19,PhD,Engineering,Advanced Certified,15,University C,Urban,148850
5781,Assistant Professor,32,PhD,Arts,Certified,35,University A,Urban,115700
5782,Professor,31,PhD,Arts,Certified,3,University D,Rural,114100
5783,Lecturer,29,PhD,Arts,Certified,98,University C,Suburban,105710
5784,Professor,11,PhD,Medicine,Advanced Certified,8,University D,Suburban,120010
5785,Assistant Professor,13,PhD,Arts,None,11,University D,Suburban,78870
5786,Assistant Professor,27,PhD,Arts,None,73,University D,Suburban,100210
5787,Professor,19,PhD,Science,Certified,43,University B,Suburban,127710
5788,Associate Professor,26,PhD,Business,Advanced Certified,65,University C,Urban,140400
5789,Lecturer,37,PhD,Business,None,18,University A,Urban,105430
5790,Lecturer,9,Master's,Business,Certified,12,University A,Suburban,64790
5791,Professor,28,Bachelor's,Medicine,Advanced Certified,54,University A,Urban,145340
5792,Associate Professor,32,Bachelor's,Engineering,Advanced Certified,96,University C,Suburban,112420
5793,Assistant Professor,3,Bachelor's,Arts,None,64,University B,Rural,62300
5794,Research Scientist,32,PhD,Science,Advanced Certified,91,University D,Suburban,119020
5795,Research Scientist,5,Bachelor's,Medicine,Certified,69,University A,Rural,71300
5796,Professor,8,PhD,Business,Certified,2,University B,Rural,102400
5797,Associate Professor,14,Master's,Medicine,None,24,University D,Suburban,84480
5798,Associate Professor,3,Bachelor's,Science,Advanced Certified,51,University D,Suburban,86570
5799,Lecturer,24,Master's,Medicine,None,15,University B,Suburban,70400
5800,Assistant Professor,13,Master's,Business,None,42,University C,Suburban,74690
5801,Associate Professor,29,PhD,Engineering,Advanced Certified,55,University C,Urban,139750
5802,Research Scientist,8,Bachelor's,Business,None,67,University B,Urban,90220
5803,Assistant Professor,31,Master's,Business,Advanced Certified,7,University D,Rural,76900
5804,Assistant Professor,26,Bachelor's,Business,Certified,79,University A,Suburban,87780
5805,Professor,18,Master's,Medicine,None,43,University A,Urban,133380
5806,Associate Professor,18,Master's,Science,Advanced Certified,37,University C,Urban,114920
5807,Professor,7,PhD,Business,Advanced Certified,22,University A,Urban,142870
5808,Associate Professor,38,Bachelor's,Medicine,Advanced Certified,5,University D,Rural,87000
5809,Lecturer,16,PhD,Science,None,42,University B,Urban,98020
5810,Professor,33,PhD,Engineering,Certified,43,University D,Suburban,135410
5811,Professor,3,PhD,Business,None,79,University A,Urban,145990
5812,Research Scientist,38,PhD,Arts,Certified,79,University D,Suburban,115280
5813,Professor,4,PhD,Medicine,None,22,University C,Urban,131820
5814,Associate Professor,36,Master's,Engineering,None,15,University B,Suburban,94600
5815,Research Scientist,4,Bachelor's,Engineering,None,99,University B,Rural,73800
5816,Professor,9,Bachelor's,Engineering,Certified,75,University A,Urban,133250
5817,Professor,40,PhD,Medicine,Advanced Certified,100,University A,Urban,184600
5818,Lecturer,17,Bachelor's,Science,None,8,University D,Rural,54100
5819,Professor,17,Master's,Arts,None,81,University D,Rural,109700
5820,Assistant Professor,33,PhD,Science,Certified,8,University B,Rural,84100
5821,Research Scientist,20,Master's,Business,None,84,University C,Suburban,92180
5822,Assistant Professor,14,Master's,Arts,Advanced Certified,57,University C,Suburban,86240
5823,Research Scientist,22,PhD,Science,Advanced Certified,64,University A,Urban,127140
5824,Lecturer,27,Master's,Business,Certified,58,University C,Suburban,84810
5825,Professor,3,PhD,Arts,Certified,22,University B,Urban,135070
5826,Professor,24,Master's,Medicine,Advanced Certified,68,University C,Rural,117600
5827,Professor,30,Bachelor's,Business,Advanced Certified,18,University B,Urban,137280
5828,Research Scientist,8,Bachelor's,Science,Advanced Certified,34,University A,Rural,69800
5829,Professor,22,Bachelor's,Arts,Certified,96,University D,Rural,113200
5830,Assistant Professor,25,PhD,Business,Advanced Certified,54,University C,Urban,121290
5831,Professor,10,Master's,Business,Advanced Certified,81,University B,Suburban,124520
5832,Lecturer,29,Master's,Medicine,Advanced Certified,39,University A,Suburban,86130
5833,Assistant Professor,40,Bachelor's,Business,None,13,University B,Urban,91780
5834,Professor,1,Bachelor's,Arts,Certified,83,University C,Suburban,110110
5835,Professor,21,PhD,Engineering,Certified,12,University B,Rural,110900
5836,Associate Professor,39,PhD,Arts,Certified,52,University A,Rural,107900
5837,Research Scientist,24,Master's,Arts,Certified,79,University A,Suburban,96580
5838,Assistant Professor,9,PhD,Medicine,None,94,University D,Suburban,94930
5839,Associate Professor,26,PhD,Medicine,None,38,University D,Rural,95600
5840,Lecturer,9,PhD,Business,None,98,University C,Urban,108030
5841,Research Scientist,20,Bachelor's,Medicine,None,83,University A,Suburban,86460
5842,Assistant Professor,35,Bachelor's,Business,None,64,University C,Suburban,86130
5843,Professor,36,Master's,Engineering,Certified,55,University A,Urban,152100
5844,Assistant Professor,36,PhD,Science,Certified,39,University C,Rural,91800
5845,Professor,9,Bachelor's,Medicine,Certified,45,University A,Urban,125450
5846,Research Scientist,22,PhD,Medicine,None,76,University C,Urban,121160
5847,Professor,1,Master's,Engineering,Advanced Certified,6,University B,Urban,121810
5848,Lecturer,5,PhD,Medicine,Certified,44,University D,Suburban,80630
5849,Professor,9,Master's,Engineering,Certified,21,University B,Rural,96700
5850,Lecturer,37,Master's,Business,Advanced Certified,6,University D,Rural,75700
5851,Research Scientist,38,Bachelor's,Medicine,None,83,University C,Suburban,96360
5852,Research Scientist,19,PhD,Medicine,Advanced Certified,51,University A,Urban,121810
5853,Assistant Professor,8,Bachelor's,Business,Advanced Certified,100,University A,Suburban,86900
5854,Lecturer,32,PhD,Medicine,Certified,99,University C,Urban,127140
5855,Lecturer,13,PhD,Arts,Certified,67,University A,Urban,106470
5856,Associate Professor,20,Master's,Engineering,None,69,University C,Urban,115440
5857,Associate Professor,36,Master's,Science,Advanced Certified,66,University B,Urban,134160
5858,Associate Professor,37,PhD,Arts,None,2,University C,Suburban,103290
5859,Professor,30,Bachelor's,Science,Advanced Certified,57,University A,Urban,147420
5860,Associate Professor,10,Master's,Arts,Certified,66,University A,Suburban,94820
5861,Lecturer,31,Master's,Arts,Advanced Certified,99,University C,Urban,118690
5862,Professor,25,PhD,Arts,None,53,University C,Suburban,129910
5863,Research Scientist,29,PhD,Engineering,Advanced Certified,8,University C,Rural,90100
5864,Assistant Professor,24,Master's,Science,None,53,University C,Suburban,83160
5865,Associate Professor,39,Bachelor's,Business,Advanced Certified,79,University D,Rural,102300
5866,Research Scientist,21,Master's,Business,Certified,50,University D,Suburban,88550
5867,Lecturer,9,PhD,Medicine,Certified,15,University B,Rural,69500
5868,Assistant Professor,2,Master's,Engineering,None,11,University D,Suburban,61820
5869,Research Scientist,4,PhD,Engineering,Certified,19,University A,Urban,98540
5870,Assistant Professor,8,Master's,Engineering,Advanced Certified,52,University D,Rural,74400
5871,Associate Professor,32,PhD,Arts,Advanced Certified,30,University D,Urban,135200
5872,Lecturer,14,PhD,Engineering,Certified,93,University A,Rural,87600
5873,Assistant Professor,13,Bachelor's,Business,None,20,University D,Urban,76050
5874,Research Scientist,21,PhD,Engineering,Advanced Certified,2,University C,Urban,110370
5875,Associate Professor,24,Master's,Arts,None,20,University D,Suburban,89100
5876,Associate Professor,18,PhD,Science,Advanced Certified,91,University D,Urban,141960
5877,Research Scientist,40,Master's,Engineering,None,27,University D,Rural,82400
5878,Research Scientist,26,Bachelor's,Science,None,4,University C,Rural,65800
5879,Assistant Professor,32,Master's,Medicine,Advanced Certified,70,University C,Rural,90000
5880,Professor,33,Bachelor's,Arts,Advanced Certified,68,University B,Suburban,128810
5881,Associate Professor,31,Bachelor's,Engineering,None,72,University B,Suburban,98890
5882,Assistant Professor,18,PhD,Medicine,Advanced Certified,46,University C,Rural,88200
5883,Research Scientist,35,Bachelor's,Medicine,Certified,84,University A,Urban,116090
5884,Assistant Professor,12,Master's,Science,Advanced Certified,19,University B,Suburban,76780
5885,Research Scientist,25,Bachelor's,Business,None,37,University D,Urban,93470
5886,Lecturer,31,Bachelor's,Business,Advanced Certified,36,University D,Suburban,81070
5887,Research Scientist,10,PhD,Business,Advanced Certified,57,University D,Suburban,99440
5888,Research Scientist,34,Master's,Business,None,16,University A,Suburban,84920
5889,Research Scientist,3,Bachelor's,Arts,Advanced Certified,41,University B,Suburban,75570
5890,Professor,39,PhD,Engineering,None,91,University C,Rural,132700
5891,Research Scientist,8,PhD,Engineering,None,94,University C,Suburban,98780
5892,Associate Professor,32,Master's,Arts,None,96,University A,Suburban,110220
5893,Associate Professor,29,PhD,Science,None,31,University C,Rural,95700
5894,Assistant Professor,22,Bachelor's,Engineering,Certified,61,University A,Rural,74200
5895,Professor,20,PhD,Medicine,Certified,95,University C,Rural,127000
5896,Assistant Professor,6,Master's,Engineering,None,86,University C,Rural,73200
5897,Associate Professor,29,Master's,Arts,Advanced Certified,20,University A,Urban,117650
5898,Associate Professor,17,PhD,Science,Certified,88,University C,Rural,104100
5899,Lecturer,31,Bachelor's,Engineering,None,32,University B,Rural,65900
5900,Research Scientist,34,PhD,Arts,Certified,66,University C,Rural,100200
5901,Associate Professor,38,Master's,Medicine,None,5,University D,Urban,110500
5902,Assistant Professor,37,PhD,Business,Certified,91,University A,Rural,102700
5903,Assistant Professor,4,PhD,Medicine,None,65,University C,Urban,101400
5904,Research Scientist,2,Bachelor's,Medicine,Certified,31,University B,Suburban,68420
5905,Research Scientist,12,PhD,Science,Certified,63,University C,Urban,115180
5906,Lecturer,35,Bachelor's,Engineering,Advanced Certified,25,University C,Rural,73500
5907,Professor,6,PhD,Business,Certified,61,University D,Urban,147160
5908,Assistant Professor,8,PhD,Arts,Advanced Certified,4,University B,Urban,97240
5909,Research Scientist,21,Bachelor's,Business,Certified,10,University C,Urban,87750
5910,Assistant Professor,35,Bachelor's,Engineering,None,73,University C,Urban,104130
5911,Research Scientist,15,Master's,Science,Advanced Certified,78,University D,Urban,113230
5912,Associate Professor,7,Bachelor's,Engineering,Certified,81,University A,Urban,107510
5913,Assistant Professor,15,PhD,Arts,Advanced Certified,48,University A,Urban,113230
5914,Associate Professor,6,Master's,Business,None,77,University A,Urban,108420
5915,Assistant Professor,17,Bachelor's,Medicine,None,91,University D,Suburban,82170
5916,Professor,4,Bachelor's,Engineering,None,93,University A,Suburban,110660
5917,Lecturer,22,Master's,Science,None,61,University B,Rural,72200
5918,Associate Professor,32,PhD,Science,None,59,University A,Rural,102800
5919,Research Scientist,22,PhD,Business,Advanced Certified,76,University A,Rural,100200
5920,Professor,27,Master's,Medicine,Advanced Certified,83,University C,Rural,122100
5921,Assistant Professor,15,PhD,Arts,Certified,1,University B,Rural,73700
5922,Associate Professor,22,Bachelor's,Medicine,Certified,88,University D,Rural,91600
5923,Assistant Professor,28,PhD,Business,None,58,University B,Suburban,97460
5924,Assistant Professor,38,Bachelor's,Medicine,None,75,University A,Suburban,90200
5925,Assistant Professor,9,PhD,Business,Advanced Certified,24,University C,Suburban,87230
5926,Lecturer,34,Bachelor's,Medicine,None,67,University D,Urban,96720
5927,Lecturer,36,Master's,Engineering,None,41,University B,Urban,97760
5928,Research Scientist,9,Bachelor's,Science,None,75,University B,Rural,71500
5929,Associate Professor,15,PhD,Business,Certified,70,University A,Suburban,109450
5930,Professor,20,Bachelor's,Business,Advanced Certified,54,University A,Rural,107800
5931,Professor,8,PhD,Science,Certified,37,University D,Suburban,120340
5932,Professor,28,PhD,Arts,None,95,University A,Suburban,140800
5933,Assistant Professor,19,Bachelor's,Business,None,42,University C,Rural,65900
5934,Lecturer,16,PhD,Engineering,Certified,69,University D,Rural,83800
5935,Associate Professor,11,Master's,Medicine,Certified,52,University A,Urban,109070
5936,Assistant Professor,8,PhD,Engineering,Advanced Certified,90,University D,Suburban,101200
5937,Lecturer,33,Master's,Business,None,98,University B,Urban,110630
5938,Lecturer,10,Master's,Arts,None,20,University D,Urban,75400
5939,Associate Professor,18,PhD,Business,Certified,19,University B,Urban,118040
5940,Associate Professor,35,Master's,Arts,Advanced Certified,18,University D,Urban,121030
5941,Associate Professor,3,Master's,Science,Advanced Certified,32,University A,Suburban,87890
5942,Assistant Professor,40,Bachelor's,Medicine,None,62,University B,Suburban,88440
5943,Research Scientist,27,Master's,Engineering,None,67,University D,Urban,109070
5944,Associate Professor,28,Master's,Arts,Certified,59,University C,Suburban,103180
5945,Research Scientist,6,Master's,Engineering,None,18,University A,Urban,82680
5946,Assistant Professor,14,Master's,Science,Certified,27,University D,Rural,68400
5947,Research Scientist,7,Master's,Business,None,21,University D,Urban,84110
5948,Professor,10,PhD,Arts,None,50,University B,Rural,110000
5949,Research Scientist,15,Master's,Medicine,None,87,University B,Urban,106470
